0 7 0 -52.244318 5.857137 499.775885
0 7 1 293.964344 8.335094 37.383667
0 7 2 702.315089 7.659641 71.272343
0 7 3 904.171644 5.810376 39815.862940
0 7 4 1154.956248 9.385969 30.146035
0 7 5 1334.969335 0.743529 21.112215
0 7 6 1463.101387 10.352412 119.224210
1 12 0 -13.979229 13.963078 6852.386291
1 12 1 72.777622 1.627496 3220.708361
1 12 2 246.837903 6.179944 1806.098351
1 12 3 397.576050 1.764774 14601.294539
1 12 4 536.088089 0.747018 222.091510
1 12 5 685.451999 4.332706 5.923992
1 12 6 714.366715 4.200663 273.595509
1 12 7 850.459090 9.749882 1655.887218
1 12 8 1047.640057 3.593182 7291.155001
1 12 9 1137.647061 2.144413 3.868734
1 12 10 1180.587315 6.734544 1087.632583
1 12 11 1311.771536 2.165115 5374.058511
2 14 0 -9.541311 13.963078 6562.083896
2 14 1 87.537986 1.121811 63.027155
2 14 2 202.377150 0.983953 7.594618
2 14 3 250.773152 3.042554 1508.452536
2 14 4 312.735809 1.342065 0.184761
2 14 5 506.143250 1.034424 405.986426
2 14 6 573.725042 0.544659 19.550329
2 14 7 687.467426 4.286225 0.034577
2 14 8 746.014018 2.739525 881.212211
2 14 9 846.417780 11.154924 4463.562974
2 14 10 1033.797014 2.157499 56.187912
2 14 11 1138.275144 2.156822 26.130824
2 14 12 1179.447517 7.163365 877.798485
2 14 13 1294.707328 1.790686 0.037390
3 15 0 -8.055147 11.890590 12027.459137
3 15 1 35.493720 2.970293 1.084041
3 15 2 248.921350 5.550379 2449.569330
3 15 3 326.234490 1.182849 22.719583
3 15 4 383.083528 1.175395 2310455.890420
3 15 5 555.479345 1.214044 34.886202
3 15 6 689.431474 4.750156 0.085143
3 15 7 739.839415 2.956012 14.232658
3 15 8 827.527379 0.630293 0.040676
3 15 9 847.906230 10.793247 2778.276595
3 15 10 1032.821109 2.530326 1207.155319
3 15 11 1135.688377 4.589012 0.825883
3 15 12 1193.180422 5.554644 0.000010
3 15 13 1296.726253 2.177917 36.102712
3 15 14 1422.277877 1.072802 0.299733
4 15 0 -2.658303 12.969174 19099.147682
4 15 1 37.199040 3.505162 0.274997
4 15 2 245.304826 6.410747 3684.447482
4 15 3 542.757655 1.270567 0.175530
4 15 4 686.669880 5.321766 1.055884
4 15 5 737.626325 3.354081 0.255568
4 15 6 833.663694 2.519067 0.676193
4 15 7 844.086390 7.091355 6799.528010
4 15 8 924.842938 1.882680 7.342217
4 15 9 1035.007406 1.569780 0.218391
4 15 10 1133.533169 5.026605 0.001854
4 15 11 1195.093407 5.554644 11.591839
4 15 12 1293.912226 1.452728 0.451699
4 15 13 1325.339372 0.579327 6.354955
4 15 14 1429.300703 1.071291 63.999069
5 14 0 -4.630334 9.446558 13347.410908
5 14 1 31.247452 4.242633 1.126100
5 14 2 263.618647 6.881959 3540.848082
5 14 3 542.796871 2.012945 0.001203
5 14 4 683.108282 6.165116 0.036653
5 14 5 740.927131 2.935026 0.388111
5 14 6 834.482604 3.833846 5.124815
5 14 7 850.416778 4.823827 6231.492382
5 14 8 906.926937 1.634931 1.500452
5 14 9 1038.485876 1.913109 21.441730
