4 2.600000 3.500000 5.000000 45.000000 0.005000 1.600000 1.000000 
5 2.600000 3.500000 5.000000 45.000000 0.005000 1.600000 1.000000 
7 2.600000 3.500000 5.000000 45.000000 0.005000 1.600000 1.000000 
7 2.600000 3.500000 5.000000 45.000000 0.005000 1.600000 1.000000 
7 2.600000 3.500000 5.000000 45.000000 0.005000 1.600000 1.000000 
7 2.600000 3.500000 5.000000 45.000000 0.005000 1.600000 1.000000 
7 2.600000 3.500000 5.000000 45.000000 0.005000 1.600000 1.000000 
7 2.600000 3.500000 5.000000 45.000000 0.005000 1.600000 1.000000 
8 2.600000 3.500000 5.000000 45.000000 0.005000 1.600000 1.000000 
8 2.600000 3.500000 5.000000 45.000000 0.005000 1.600000 1.000000 
8 2.600000 3.500000 5.000000 45.000000 0.005000 1.600000 1.000000 
9 2.600000 3.500000 5.000000 45.000000 0.005000 1.600000 1.000000 
9 2.600000 3.500000 5.000000 45.000000 0.005000 1.600000 1.000000 
8 2.600000 3.500000 5.000000 45.000000 0.005000 1.600000 1.000000 
8 2.600000 3.500000 5.000000 45.000000 0.005000 1.600000 1.000000 
9 2.600000 3.500000 5.000000 45.000000 0.005000 1.600000 1.000000 
10 2.600000 3.500000 5.000000 45.000000 0.005000 1.600000 1.000000 
11 2.600000 3.500000 5.000000 45.000000 0.005000 1.600000 1.000000 
11 2.600000 3.500000 5.000000 45.000000 0.005000 1.600000 1.000000 
11 2.600000 3.500000 5.000000 45.000000 0.005000 1.600000 1.000000 
10 2.600000 3.500000 5.000000 45.000000 0.005000 1.600000 1.000000 
11 2.600000 3.500000 5.000000 45.000000 0.005000 1.600000 1.000000 
11 2.600000 3.500000 5.000000 45.000000 0.005000 1.600000 1.000000 
11 2.600000 3.500000 5.000000 45.000000 0.005000 1.600000 1.000000 
11 2.600000 3.500000 5.000000 45.000000 0.005000 1.600000 1.000000 
11 2.600000 3.500000 5.000000 45.000000 0.005000 1.600000 1.000000 
11 2.600000 3.500000 5.000000 45.000000 0.005000 1.600000 1.000000 
11 2.600000 3.500000 5.000000 45.000000 0.005000 1.600000 1.000000 
11 2.600000 3.500000 5.000000 45.000000 0.005000 1.600000 1.000000 
11 2.600000 3.500000 5.000000 45.000000 0.005000 1.600000 1.000000 
12 2.600000 3.500000 5.000000 45.000000 0.005000 1.600000 1.000000 
12 2.600000 3.500000 5.000000 45.000000 0.005000 1.600000 1.000000 
12 2.600000 3.500000 5.000000 45.000000 0.005000 1.600000 1.000000 
12 2.600000 3.500000 5.000000 45.000000 0.005000 1.600000 1.000000 
12 2.600000 3.500000 5.000000 45.000000 0.005000 1.600000 1.000000 
12 2.600000 3.500000 5.000000 45.000000 0.005000 1.600000 1.000000 
