0 4 0 139.255525 12.326576 26.026520
0 4 1 788.742805 17.812031 52.649928
0 4 2 918.940653 4.180822 42.003149
0 4 3 1156.007127 9.385969 11.782581
1 5 0 118.512491 2.207042 63.630738
1 5 1 132.414046 3.486787 849.028649
1 5 2 679.633541 11.380067 3427.117909
1 5 3 918.940653 4.180822 42.003149
1 5 4 1165.778760 7.408215 688.534198
2 7 0 54.790124 4.358111 75.245323
2 7 1 118.512491 2.207042 63.630738
2 7 2 132.414046 3.486787 849.028649
2 7 3 679.633541 11.380067 3427.117909
2 7 4 851.230446 3.544990 720.196650
2 7 5 918.940653 4.180822 42.003149
2 7 6 1165.778760 7.408215 688.534198
3 7 0 54.790124 4.358111 75.245323
3 7 1 132.414046 3.486787 849.028649
3 7 2 679.633541 11.380067 3427.117909
3 7 3 851.230446 3.544990 720.196650
3 7 4 918.940653 4.180822 42.003149
3 7 5 1165.778760 7.408215 688.534198
3 7 6 1461.594875 6.040651 360.178768
4 7 0 54.790124 4.358111 75.245323
4 7 1 132.414046 3.486787 849.028649
4 7 2 679.633541 11.380067 3427.117909
4 7 3 851.230446 3.544990 720.196650
4 7 4 918.940653 4.180822 42.003149
4 7 5 1165.778760 7.408215 688.534198
4 7 6 1461.594875 6.040651 360.178768
5 7 0 49.377394 9.958809 101.554059
5 7 1 132.414046 3.486787 849.028649
5 7 2 679.633541 11.380067 3427.117909
5 7 3 851.230446 3.544990 720.196650
5 7 4 918.940653 4.180822 42.003149
5 7 5 1165.778760 7.408215 688.534198
5 7 6 1461.594875 6.040651 360.178768
6 7 0 49.377394 9.958809 101.554059
6 7 1 132.414046 3.486787 849.028649
6 7 2 679.633541 11.380067 3427.117909
6 7 3 851.230446 3.544990 720.196650
6 7 4 918.940653 4.180822 42.003149
6 7 5 1165.778760 7.408215 688.534198
6 7 6 1461.594875 6.040651 360.178768
7 7 0 49.377394 9.958809 101.554059
7 7 1 132.414046 3.486787 849.028649
7 7 2 679.633541 11.380067 3427.117909
7 7 3 851.230446 3.544990 720.196650
7 7 4 918.940653 4.180822 42.003149
7 7 5 1165.778760 7.408215 688.534198
7 7 6 1461.594875 6.040651 360.178768
8 8 0 -58.639402 3.208497 125.744255
8 8 1 49.377394 9.958809 101.554059
8 8 2 132.414046 3.486787 849.028649
8 8 3 679.633541 11.380067 3427.117909
8 8 4 851.230446 3.544990 720.196650
8 8 5 918.940653 4.180822 42.003149
8 8 6 1165.778760 7.408215 688.534198
8 8 7 1461.594875 6.040651 360.178768
9 8 0 -58.639402 3.208497 125.744255
9 8 1 49.377394 9.958809 101.554059
9 8 2 132.414046 3.486787 849.028649
9 8 3 679.633541 11.380067 3427.117909
9 8 4 851.230446 3.544990 720.196650
9 8 5 918.940653 4.180822 42.003149
9 8 6 1165.778760 7.408215 688.534198
9 8 7 1461.594875 6.040651 360.178768
10 8 0 -58.639402 3.208497 125.744255
10 8 1 49.377394 9.958809 101.554059
10 8 2 132.414046 3.486787 849.028649
10 8 3 679.633541 11.380067 3427.117909
10 8 4 851.230446 3.544990 720.196650
10 8 5 918.940653 4.180822 42.003149
10 8 6 1165.778760 7.408215 688.534198
10 8 7 1461.594875 6.040651 360.178768
11 9 0 -58.639402 3.208497 125.744255
11 9 1 49.377394 9.958809 101.554059
11 9 2 132.414046 3.486787 849.028649
11 9 3 331.123148 4.901942 160.564031
11 9 4 679.633541 11.380067 3427.117909
11 9 5 851.230446 3.544990 720.196650
11 9 6 918.940653 4.180822 42.003149
11 9 7 1165.778760 7.408215 688.534198
11 9 8 1461.594875 6.040651 360.178768
12 9 0 -58.639402 3.208497 125.744255
12 9 1 49.377394 9.958809 101.554059
12 9 2 139.478143 2.855782 160.744903
12 9 3 331.123148 4.901942 160.564031
12 9 4 679.633541 11.380067 3427.117909
12 9 5 851.230446 3.544990 720.196650
12 9 6 918.940653 4.180822 42.003149
12 9 7 1165.778760 7.408215 688.534198
12 9 8 1461.594875 6.040651 360.178768
13 8 0 -22.555224 12.848632 561.304769
13 8 1 128.770488 4.571676 416.621003
13 8 2 331.123148 4.901942 160.564031
13 8 3 679.633541 11.380067 3427.117909
13 8 4 851.230446 3.544990 720.196650
13 8 5 918.940653 4.180822 42.003149
13 8 6 1165.778760 7.408215 688.534198
13 8 7 1461.594875 6.040651 360.178768
14 8 0 -22.555224 12.848632 561.304769
14 8 1 128.770488 4.571676 416.621003
14 8 2 331.123148 4.901942 160.564031
14 8 3 679.633541 11.380067 3427.117909
14 8 4 851.230446 3.544990 720.196650
14 8 5 918.940653 4.180822 42.003149
14 8 6 1165.778760 7.408215 688.534198
14 8 7 1461.594875 6.040651 360.178768
15 9 0 -22.555224 12.848632 561.304769
15 9 1 128.770488 4.571676 416.621003
15 9 2 208.947517 0.983361 353.722765
15 9 3 331.123148 4.901942 160.564031
15 9 4 679.633541 11.380067 3427.117909
15 9 5 851.230446 3.544990 720.196650
15 9 6 918.940653 4.180822 42.003149
15 9 7 1165.778760 7.408215 688.534198
15 9 8 1461.594875 6.040651 360.178768
16 10 0 -22.555224 12.848632 561.304769
16 10 1 128.770488 4.571676 416.621003
16 10 2 208.947517 0.983361 353.722765
16 10 3 331.123148 4.901942 160.564031
16 10 4 679.633541 11.380067 3427.117909
16 10 5 851.230446 3.544990 720.196650
16 10 6 918.940653 4.180822 42.003149
16 10 7 1065.591884 2.350998 183.183636
16 10 8 1165.778760 7.408215 688.534198
16 10 9 1461.594875 6.040651 360.178768
17 11 0 -22.555224 12.848632 561.304769
17 11 1 128.770488 4.571676 416.621003
17 11 2 208.947517 0.983361 353.722765
17 11 3 255.290943 2.388309 80.194149
17 11 4 342.946531 3.232155 213.080292
17 11 5 679.633541 11.380067 3427.117909
17 11 6 851.230446 3.544990 720.196650
17 11 7 918.940653 4.180822 42.003149
17 11 8 1065.591884 2.350998 183.183636
17 11 9 1165.778760 7.408215 688.534198
17 11 10 1461.594875 6.040651 360.178768
18 11 0 -22.555224 12.848632 561.304769
18 11 1 128.770488 4.571676 416.621003
18 11 2 208.947517 0.983361 353.722765
18 11 3 255.290943 2.388309 80.194149
18 11 4 342.946531 3.232155 213.080292
18 11 5 679.633541 11.380067 3427.117909
18 11 6 851.230446 3.544990 720.196650
18 11 7 918.940653 4.180822 42.003149
18 11 8 1065.591884 2.350998 183.183636
18 11 9 1165.778760 7.408215 688.534198
18 11 10 1461.594875 6.040651 360.178768
19 11 0 -22.555224 12.848632 561.304769
19 11 1 128.770488 4.571676 416.621003
19 11 2 208.947517 0.983361 353.722765
19 11 3 255.290943 2.388309 80.194149
19 11 4 342.946531 3.232155 213.080292
19 11 5 679.633541 11.380067 3427.117909
19 11 6 851.230446 3.544990 720.196650
19 11 7 918.940653 4.180822 42.003149
19 11 8 1065.591884 2.350998 183.183636
19 11 9 1165.778760 7.408215 688.534198
19 11 10 1461.594875 6.040651 360.178768
20 10 0 -22.555224 12.848632 561.304769
20 10 1 128.770488 4.571676 416.621003
20 10 2 255.290943 2.388309 80.194149
20 10 3 342.946531 3.232155 213.080292
20 10 4 679.633541 11.380067 3427.117909
20 10 5 851.230446 3.544990 720.196650
20 10 6 918.940653 4.180822 42.003149
20 10 7 1065.591884 2.350998 183.183636
20 10 8 1165.778760 7.408215 688.534198
20 10 9 1461.594875 6.040651 360.178768
21 11 0 -22.555224 12.848632 561.304769
21 11 1 128.770488 4.571676 416.621003
21 11 2 255.290943 2.388309 80.194149
21 11 3 342.946531 3.232155 213.080292
21 11 4 679.633541 11.380067 3427.117909
21 11 5 851.230446 3.544990 720.196650
21 11 6 918.940653 4.180822 42.003149
21 11 7 1065.591884 2.350998 183.183636
21 11 8 1165.778760 7.408215 688.534198
21 11 9 1194.224859 1.067265 490.040732
21 11 10 1461.594875 6.040651 360.178768
22 11 0 -22.555224 12.848632 561.304769
22 11 1 128.770488 4.571676 416.621003
22 11 2 255.290943 2.388309 80.194149
22 11 3 342.946531 3.232155 213.080292
22 11 4 679.633541 11.380067 3427.117909
22 11 5 851.230446 3.544990 720.196650
22 11 6 918.940653 4.180822 42.003149
22 11 7 1065.591884 2.350998 183.183636
22 11 8 1165.778760 7.408215 688.534198
22 11 9 1194.224859 1.067265 490.040732
22 11 10 1461.594875 6.040651 360.178768
23 11 0 -22.555224 12.848632 561.304769
23 11 1 128.770488 4.571676 416.621003
23 11 2 255.290943 2.388309 80.194149
23 11 3 342.946531 3.232155 213.080292
23 11 4 679.633541 11.380067 3427.117909
23 11 5 851.230446 3.544990 720.196650
23 11 6 918.940653 4.180822 42.003149
23 11 7 1065.591884 2.350998 183.183636
23 11 8 1165.778760 7.408215 688.534198
23 11 9 1194.224859 1.067265 490.040732
23 11 10 1461.594875 6.040651 360.178768
24 11 0 -22.555224 12.848632 561.304769
24 11 1 128.770488 4.571676 416.621003
24 11 2 255.290943 2.388309 80.194149
24 11 3 342.946531 3.232155 213.080292
24 11 4 679.633541 11.380067 3427.117909
24 11 5 851.230446 3.544990 720.196650
24 11 6 918.940653 4.180822 42.003149
24 11 7 1065.591884 2.350998 183.183636
24 11 8 1165.778760 7.408215 688.534198
24 11 9 1218.654501 3.217034 206.364589
24 11 10 1461.594875 6.040651 360.178768
25 11 0 -22.555224 12.848632 561.304769
25 11 1 128.770488 4.571676 416.621003
25 11 2 255.290943 2.388309 80.194149
25 11 3 342.946531 3.232155 213.080292
25 11 4 679.633541 11.380067 3427.117909
25 11 5 851.230446 3.544990 720.196650
25 11 6 918.940653 4.180822 42.003149
25 11 7 1065.591884 2.350998 183.183636
25 11 8 1165.778760 7.408215 688.534198
25 11 9 1240.702068 1.043651 446.789328
25 11 10 1461.594875 6.040651 360.178768
26 11 0 -22.555224 12.848632 561.304769
26 11 1 128.770488 4.571676 416.621003
26 11 2 255.290943 2.388309 80.194149
26 11 3 342.946531 3.232155 213.080292
26 11 4 679.633541 11.380067 3427.117909
26 11 5 851.230446 3.544990 720.196650
26 11 6 918.940653 4.180822 42.003149
26 11 7 1065.591884 2.350998 183.183636
26 11 8 1165.778760 7.408215 688.534198
26 11 9 1240.702068 1.043651 446.789328
26 11 10 1461.594875 6.040651 360.178768
27 11 0 -22.555224 12.848632 561.304769
27 11 1 128.770488 4.571676 416.621003
27 11 2 255.290943 2.388309 80.194149
27 11 3 342.946531 3.232155 213.080292
27 11 4 679.633541 11.380067 3427.117909
27 11 5 851.230446 3.544990 720.196650
27 11 6 918.940653 4.180822 42.003149
27 11 7 1065.591884 2.350998 183.183636
27 11 8 1165.778760 7.408215 688.534198
27 11 9 1240.702068 1.043651 446.789328
